AID,SID,CID,Activity Outcome,Target Accession,Activity Name,Activity Qualifier,Activity Value [uM],Assay Name,Assay Type,PubMed ID,RNAi
2202499,523300609,166543819,Active,P04626,IC50,,0.0046,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300610,166544180,Active,P04626,IC50,,0.0081,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300611,167268354,Active,P04626,IC50,,0.0364,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300612,166543727,Active,P04626,IC50,,0.0508,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300613,166543998,Active,P04626,IC50,,0.0213,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300614,167268347,Active,P04626,IC50,,0.0187,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300615,166543871,Active,P04626,IC50,,0.0128,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300616,166543826,Active,P04626,IC50,,0.05,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300617,166543775,Active,P04626,IC50,,0.1028,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300618,166543904,Active,P04626,IC50,,0.2387,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300619,166543870,Active,P04626,IC50,,0.0047,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300620,166544304,Active,P04626,IC50,,0.0109,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300621,166543775,Active,P04626,IC50,,0.1548,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300622,166544398,Active,P04626,IC50,,0.0556,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300623,166543719,Active,P04626,IC50,,0.1642,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300624,166544193,Active,P04626,IC50,,0.2032,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300625,166544058,Active,P04626,IC50,,0.013,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300626,166544094,Active,P04626,IC50,,0.007,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300627,166543696,Active,P04626,IC50,,0.0141,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300628,166543856,Active,P04626,IC50,,0.0195,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300629,166544393,Active,P04626,IC50,,0.1126,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300630,167346209,Active,P04626,IC50,,0.1324,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300631,167346186,Active,P04626,IC50,,0.0446,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300632,166544254,Active,P04626,IC50,,0.0077,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300633,166544084,Active,P04626,IC50,,0.0094,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300634,166544156,Active,P04626,IC50,,0.0143,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300635,166544152,Active,P04626,IC50,,0.038,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300636,167268313,Active,P04626,IC50,,0.0121,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300637,166544338,Active,P04626,IC50,,0.0293,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300638,166544282,Active,P04626,IC50,,0.0694,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300639,166544082,Active,P04626,IC50,,0.0664,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300640,166544048,Active,P04626,IC50,,0.0254,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300641,166544159,Active,P04626,IC50,,0.4743,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300642,166543853,Active,P04626,IC50,,0.0316,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300643,167346237,Active,P04626,IC50,,0.1585,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300644,166544298,Active,P04626,IC50,,0.2344,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300645,166543840,Active,P04626,IC50,,0.1216,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300646,166544111,Active,P04626,IC50,,0.01,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300647,166544234,Active,P04626,IC50,,0.0472,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300648,167346216,Active,P04626,IC50,,0.0088,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300649,166544097,Active,P04626,IC50,,0.0336,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300650,167269172,Active,P04626,IC50,,0.0097,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300651,166544012,Active,P04626,IC50,,0.0018,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300652,166543774,Active,P04626,IC50,,0.1269,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300653,166543984,Active,P04626,IC50,,0.0176,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300654,166544315,Active,P04626,IC50,,0.0073,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300655,166543735,Active,P04626,IC50,,2.3275,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300656,166544380,Active,P04626,IC50,,0.0761,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300657,166544251,Active,P04626,IC50,,0.0671,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300658,166543917,Active,P04626,IC50,,0.056,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300659,166544052,Active,P04626,IC50,,0.055,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300660,166544400,Active,P04626,IC50,,0.019,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300661,167346233,Active,P04626,IC50,,0.0555,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300662,166544009,Active,P04626,IC50,,0.0165,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300663,166543831,Active,P04626,IC50,,0.0436,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300664,166543973,Active,P04626,IC50,,0.0335,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300665,166544088,Active,P04626,IC50,,0.013,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300666,166544224,Active,P04626,IC50,,0.054,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300667,166543965,Active,P04626,IC50,,0.0292,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300668,166543746,Active,P04626,IC50,,0.0681,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300669,166543759,Active,P04626,IC50,,0.0289,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300670,166543966,Active,P04626,IC50,,0.015,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300671,166544244,Active,P04626,IC50,,0.0125,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300672,166544285,Active,P04626,IC50,,0.1008,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300673,166544387,Active,P04626,IC50,,0.0283,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300674,166543976,Active,P04626,IC50,,0.2199,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300675,166544237,Active,P04626,IC50,,0.0521,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300676,166544007,Active,P04626,IC50,,0.0407,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300677,166544178,Active,P04626,IC50,,0.0204,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300678,166543899,Active,P04626,IC50,,0.0681,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300679,167268316,Active,P04626,IC50,,0.0239,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300680,167268315,Active,P04626,IC50,,0.0098,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300681,167268318,Active,P04626,IC50,,0.0134,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300682,166543815,Active,P04626,IC50,,0.0114,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300683,166543763,Active,P04626,IC50,,0.0875,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300684,166544163,Active,P04626,IC50,,0.0593,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300685,166543734,Active,P04626,IC50,,0.0097,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300686,166543716,Active,P04626,IC50,,0.0154,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300687,166543891,Active,P04626,IC50,,0.0019,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300688,166544208,Active,P04626,IC50,,0.016,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300689,166543715,Active,P04626,IC50,,0.0092,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300690,166544231,Active,P04626,IC50,,0.0389,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300691,166544365,Active,P04626,IC50,,0.0613,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300692,166543766,Active,P04626,IC50,,0.0072,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300693,166543862,Active,P04626,IC50,,0.0195,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300694,166544105,Active,P04626,IC50,,0.0087,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300695,166544245,Active,P04626,IC50,,0.038,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300696,166544144,Active,P04626,IC50,,0.032,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300697,166544124,Active,P04626,IC50,,0.0431,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300698,166544324,Active,P04626,IC50,,0.1201,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300699,166544392,Active,P04626,IC50,,0.0449,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300700,166544011,Active,P04626,IC50,,0.206,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300701,166543827,Active,P04626,IC50,,0.0786,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300702,167346184,Active,P04626,IC50,,0.0301,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300703,166543822,Active,P04626,IC50,,0.0098,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300704,166544135,Active,P04626,IC50,,0.0795,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300705,167268360,Active,P04626,IC50,,0.2147,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300706,166544196,Active,P04626,IC50,,0.1192,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300707,167269387,Active,P04626,IC50,,0.0423,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300708,166544323,Active,P04626,IC50,,0.2887,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300709,167269384,Active,P04626,IC50,,0.2173,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300710,166544153,Active,P04626,IC50,,0.1571,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300711,167269399,Active,P04626,IC50,,0.1253,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300712,166544176,Active,P04626,IC50,,0.4049,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300713,166544293,Active,P04626,IC50,,0.2116,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300714,166544021,Active,P04626,IC50,,0.1834,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300715,166543937,Active,P04626,IC50,,0.1043,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300716,166543804,Active,P04626,IC50,,0.0624,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300717,166544149,Active,P04626,IC50,,0.0284,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300718,166543842,Active,P04626,IC50,,0.3075,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300719,166543933,Active,P04626,IC50,,0.0449,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300720,166543975,Active,P04626,IC50,,0.037,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300721,166544019,Active,P04626,IC50,,0.1014,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300722,166544133,Active,P04626,IC50,,0.0208,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300723,166543830,Active,P04626,IC50,,0.3145,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300724,166544143,Active,P04626,IC50,,0.0363,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300725,166544223,Active,P04626,IC50,,0.1483,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300726,166543986,Active,P04626,IC50,,0.3517,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300727,166544283,Active,P04626,IC50,,0.1475,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300728,166544267,Active,P04626,IC50,,0.1894,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300729,166544309,Active,P04626,IC50,,0.0311,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300730,166544313,Active,P04626,IC50,,0.4637,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300731,166543709,Active,P04626,IC50,,0.0906,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300732,166543785,Active,P04626,IC50,,0.012,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300733,166543964,Active,P04626,IC50,,0.0047,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300734,166543720,Active,P04626,IC50,,2.5573,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300735,167346191,Active,P04626,IC50,,0.0292,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300736,166543893,Active,P04626,IC50,,0.3698,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300737,167346204,Active,P04626,IC50,,0.0919,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300738,166543882,Active,P04626,IC50,,0.0673,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300739,167346228,Active,P04626,IC50,,0.1065,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300740,167268364,Active,P04626,IC50,,0.4523,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300741,166543764,Active,P04626,IC50,,0.1468,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300742,166543932,Active,P04626,IC50,,0.0356,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300743,166544095,Active,P04626,IC50,,0.0041,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202499,523300744,167346185,Active,P04626,IC50,,0.7109,"ErbB Enzyme Assay from US Patent US12447153: ""HER2 mutation inhibitors""",Confirmatory,,
2202569,522826866,171038146,Active,P04626,IC50,<,0.2,"HER2 Biochemistry Assay from US Patent US20250345339: ""DOSES AND REGIMENS OF HER2 INHIBITORS""",Confirmatory,,
2202569,522826874,170967142,Active,P04626,IC50,<,0.2,"HER2 Biochemistry Assay from US Patent US20250345339: ""DOSES AND REGIMENS OF HER2 INHIBITORS""",Confirmatory,,
2202569,522826876,170966862,Active,P04626,IC50,<,0.2,"HER2 Biochemistry Assay from US Patent US20250345339: ""DOSES AND REGIMENS OF HER2 INHIBITORS""",Confirmatory,,
2202569,522826885,170967296,Active,P04626,IC50,<,0.2,"HER2 Biochemistry Assay from US Patent US20250345339: ""DOSES AND REGIMENS OF HER2 INHIBITORS""",Confirmatory,,
2202569,522826885,170967296,Active,P04626,Ki,,0.016,"HER2 Biochemistry Assay from US Patent US20250345339: ""DOSES AND REGIMENS OF HER2 INHIBITORS""",Confirmatory,,
2202569,522826895,170966901,Active,P04626,IC50,<,0.2,"HER2 Biochemistry Assay from US Patent US20250345339: ""DOSES AND REGIMENS OF HER2 INHIBITORS""",Confirmatory,,
2202569,522826898,170966937,Active,P04626,IC50,<,0.2,"HER2 Biochemistry Assay from US Patent US20250345339: ""DOSES AND REGIMENS OF HER2 INHIBITORS""",Confirmatory,,
2202569,522826907,170967188,Active,P04626,IC50,<,0.2,"HER2 Biochemistry Assay from US Patent US20250345339: ""DOSES AND REGIMENS OF HER2 INHIBITORS""",Confirmatory,,
2202569,523968190,170967053,Active,P04626,IC50,<,0.2,"HER2 Biochemistry Assay from US Patent US20250345339: ""DOSES AND REGIMENS OF HER2 INHIBITORS""",Confirmatory,,
2202569,523968196,178185076,Active,P04626,IC50,,0.35,"HER2 Biochemistry Assay from US Patent US20250345339: ""DOSES AND REGIMENS OF HER2 INHIBITORS""",Confirmatory,,
2202569,523968196,178185076,Active,P04626,IC50,<,0.2,"HER2 Biochemistry Assay from US Patent US20250345339: ""DOSES AND REGIMENS OF HER2 INHIBITORS""",Confirmatory,,
2202569,523968198,160283094,Active,P04626,Ki,,0.094,"HER2 Biochemistry Assay from US Patent US20250345339: ""DOSES AND REGIMENS OF HER2 INHIBITORS""",Confirmatory,,
2202569,523968199,178185078,Active,P04626,Ki,,0.018,"HER2 Biochemistry Assay from US Patent US20250345339: ""DOSES AND REGIMENS OF HER2 INHIBITORS""",Confirmatory,,
